Time,Channel A
-0.99678005,0.00000000
-0.99676005,0.00000000
-0.99674005,0.00000000
-0.99672005,0.00000000
-0.99670005,0.00000000
-0.99668005,0.00000000
-0.99666005,0.00000000
-0.99664005,0.00000000
-0.99662005,0.00000000
-0.99660005,0.00000000
-0.99658005,0.00000000
-0.99656005,0.00000000
-0.99654005,0.00000000
-0.99652005,0.00000000
-0.99650005,0.00000000
-0.99648005,0.00000000
-0.99646005,0.00000000
-0.99644005,0.00000000
-0.99642005,0.00000000
-0.99640005,0.00000000
-0.99638005,0.00000000
-0.99636005,0.00000000
-0.99634005,0.00000000
-0.99632005,0.00000000
-0.99630005,0.00000000
-0.99628005,0.00000000
-0.99626005,0.00000000
-0.99624005,0.00000000
-0.99622005,0.00000000
-0.99620005,0.00000000
-0.99618005,0.00000000
-0.99616005,0.00000000
-0.99614005,0.00000000
-0.99612005,0.00000000
-0.99610005,0.00000000
-0.99608005,0.00000000
-0.99606005,0.00000000
-0.99604005,0.00000000
-0.99602005,0.00000000
-0.99600005,0.00000000
-0.99598005,0.00000000
-0.99596005,0.00000000
-0.99594005,0.00000000
-0.99592005,0.00000000
-0.99590005,0.00000000
-0.99588005,0.00000000
-0.99586005,0.00000000
-0.99584005,0.00000000
-0.99582005,0.00000000
-0.99580005,0.00000000
-0.99578005,0.00000000
-0.99576005,0.00000000
-0.99574005,0.00000000
-0.99572005,0.00000000
-0.99570005,0.00000000
-0.99568005,0.00000000
-0.99566005,0.00000000
-0.99564005,0.00000000
-0.99562005,0.00000000
-0.99560005,0.00000000
-0.99558005,0.00000000
-0.99556005,0.00000000
-0.99554005,0.00000000
-0.99552005,0.00000000
-0.99550005,0.00000000
-0.99548005,0.00000000
-0.99546005,0.00000000
-0.99544005,0.00000000
-0.99542005,0.00000000
-0.99540005,0.00000000
-0.99538005,0.00000000
-0.99536005,0.00000000
-0.99534005,0.00000000
-0.99532005,0.00000000
-0.99530005,0.00000000
-0.99528005,0.00000000
-0.99526005,0.00000000
-0.99524005,0.00000000
-0.99522005,0.00000000
-0.99520005,0.00000000
-0.99518005,0.00000000
-0.99516005,0.00000000
-0.99514005,0.00000000
-0.99512005,0.00000000
-0.99510005,0.00000000
-0.99508005,0.00000000
-0.99506005,0.00000000
-0.99504005,0.00000000
-0.99502005,0.00000000
-0.99500005,0.00000000
-0.99498005,0.00000000
-0.99496005,0.00000000
-0.99494005,0.00000000
-0.99492005,0.00000000
-0.99490005,0.00000000
-0.99488005,0.00000000
-0.99486005,0.00000000
-0.99484005,0.00000000
-0.99482005,0.00000000
-0.99480005,0.00000000
-0.99478005,0.00000000
-0.99476005,0.00000000
-0.99474005,0.00000000
-0.99472005,0.00000000
-0.99470005,0.00000000
-0.99468005,0.00000000
-0.99466005,0.00000000
-0.99464005,0.00000000
-0.99462005,0.00000000
-0.99460005,0.00000000
-0.99458005,0.00000000
-0.99456005,0.00000000
-0.99454005,0.00000000
-0.99452005,0.00000000
-0.99450005,0.00000000
-0.99448005,0.00000000
-0.99446005,0.00000000
-0.99444005,0.00000000
-0.99442005,0.00000000
-0.99440005,0.00000000
-0.99438005,0.00000000
-0.99436005,0.00000000
-0.99434005,0.00000000
-0.99432005,0.00000000
-0.99430005,0.00000000
-0.99428005,0.00000000
-0.99426005,0.00000000
-0.99424005,0.00000000
-0.99422005,0.00000000
-0.99420005,0.00000000
-0.99418005,0.00000000
-0.99416005,0.00000000
-0.99414005,0.00000000
-0.99412005,0.00000000
-0.99410005,0.00000000
-0.99408005,0.00000000
-0.99406005,0.00000000
-0.99404005,0.00000000
-0.99402005,0.00000000
-0.99400005,0.00000000
-0.99398005,0.00000000
-0.99396005,0.00000000
-0.99394005,0.00000000
-0.99392005,0.00000000
-0.99390005,0.00000000
-0.99388005,0.00000000
-0.99386005,0.00000000
-0.99384005,0.00000000
-0.99382005,0.00000000
-0.99380005,0.00000000
-0.99378005,0.00000000
-0.99376005,0.00000000
-0.99374005,0.00000000
-0.99372005,0.00000000
-0.99370005,0.00000000
-0.99368005,0.00000000
-0.99366005,0.00000000
-0.99364005,0.00000000
-0.99362005,0.00000000
-0.99360005,0.00000000
-0.99358005,0.00000000
-0.99356005,0.00000000
-0.99354005,0.00000000
-0.99352005,0.00000000
-0.99350005,0.00000000
-0.99348005,0.00000000
-0.99346005,0.00000000
-0.99344005,0.00000000
-0.99342005,0.00000000
-0.99340005,0.00000000
-0.99338005,0.00000000
-0.99336005,0.00000000
-0.99334005,0.00000000
-0.99332005,0.00000000
-0.99330005,0.00000000
-0.99328005,0.00000000
-0.99326005,0.00000000
-0.99324005,0.00000000
-0.99322005,0.00000000
-0.99320005,0.00000000
-0.99318005,0.00000000
-0.99316005,0.00000000
-0.99314005,0.00000000
-0.99312005,0.00000000
-0.99310005,0.00000000
-0.99308005,0.00000000
-0.99306005,0.00000000
-0.99304005,0.00000000
-0.99302005,0.00000000
-0.99300005,0.00000000
-0.99298005,0.00000000
-0.99296005,0.00000000
-0.99294005,0.00000000
-0.99292005,0.00000000
-0.99290005,0.00000000
-0.99288005,0.00000000
-0.99286005,0.00000000
-0.99284005,0.00000000
-0.99282005,0.00000000
-0.99280005,0.00000000
-0.99278005,0.00000000
-0.99276005,0.00000000
-0.99274005,0.00000000
-0.99272005,0.00000000
-0.99270005,0.00000000
-0.99268005,0.00000000
-0.99266005,0.00000000
-0.99264005,0.00000000
-0.99262005,0.00000000
-0.99260005,0.00000000
-0.99258005,0.00000000
-0.99256005,0.00000000
-0.99254005,0.00000000
-0.99252005,0.00000000
-0.99250005,0.00000000
-0.99248005,0.00000000
-0.99246005,0.00000000
-0.99244005,0.00000000
-0.99242005,0.00000000
-0.99240005,0.00000000
-0.99238005,0.00000000
-0.99236005,0.00000000
-0.99234005,0.00000000
-0.99232005,0.00000000
-0.99230005,0.00000000
-0.99228005,0.00000000
-0.99226005,0.00000000
-0.99224005,0.00000000
-0.99222005,0.00000000
-0.99220005,0.00000000
-0.99218005,0.00000000
-0.99216005,0.00000000
-0.99214005,0.00000000
-0.99212005,0.00000000
-0.99210005,0.00000000
-0.99208005,0.00000000
-0.99206005,0.00000000
-0.99204005,0.00000000
-0.99202005,0.00000000
-0.99200005,0.00000000
-0.99198005,0.00000000
-0.99196005,0.00000000
-0.99194005,0.00000000
-0.99192005,0.00000000
-0.99190005,0.00000000
-0.99188005,0.00000000
-0.99186005,0.00000000
-0.99184005,0.00000000
-0.99182005,0.00000000
-0.99180005,0.00000000
-0.99178005,0.00000000
-0.99176005,0.00000000
-0.99174005,0.00000000
-0.99172005,0.00000000
-0.99170005,0.00000000
-0.99168005,0.00000000
-0.99166005,0.00000000
-0.99164005,0.00000000
-0.99162005,0.00000000
-0.99160005,0.00000000
-0.99158005,0.00000000
-0.99156005,0.00000000
-0.99154005,0.00000000
-0.99152005,0.00000000
-0.99150005,0.00000000
-0.99148005,0.00000000
-0.99146005,0.00000000
-0.99144005,0.00000000
-0.99142005,0.00000000
-0.99140005,0.00000000
-0.99138005,0.00000000
-0.99136005,0.00000000
-0.99134005,0.00000000
-0.99132005,0.00000000
-0.99130005,0.00000000
-0.99128005,0.00000000
-0.99126005,0.00000000
-0.99124005,0.00000000
-0.99122005,0.00000000
-0.99120005,0.00000000
-0.99118005,0.00000000
-0.99116005,0.00000000
-0.99114005,0.00000000
-0.99112005,0.00000000
-0.99110005,0.00000000
-0.99108005,0.00000000
-0.99106005,0.00000000
-0.99104005,0.00000000
-0.99102005,0.00000000
-0.99100005,0.00000000
-0.99098005,0.00000000
-0.99096005,0.00000000
-0.99094005,0.08911405
-0.99092005,0.00000000
-0.99090005,0.00000000
-0.99088005,0.00000000
-0.99086005,0.00000000
-0.99084005,0.00000000
-0.99082005,0.00000000
-0.99080005,0.00000000
-0.99078005,0.00000000
-0.99076005,0.00000000
-0.99074005,0.00000000
-0.99072005,0.00000000
-0.99070005,0.00000000
-0.99068005,0.00000000
-0.99066005,0.00000000
-0.99064005,0.00000000
-0.99062005,0.00000000
-0.99060005,0.00000000
-0.99058005,0.00000000
-0.99056005,0.00000000
-0.99054005,0.00000000
-0.99052005,0.00000000
-0.99050005,0.00000000
-0.99048005,0.00000000
-0.99046005,0.00000000
-0.99044005,0.00000000
-0.99042005,0.00000000
-0.99040005,0.00000000
-0.99038005,0.00000000
-0.99036005,0.00000000
-0.99034005,0.00000000
-0.99032005,0.00000000
-0.99030005,0.00000000
-0.99028005,0.00000000
-0.99026005,0.00000000
-0.99024005,0.00000000
-0.99022005,0.00000000
-0.99020005,0.00000000
-0.99018005,0.00000000
-0.99016005,0.00000000
-0.99014005,0.00000000
-0.99012005,0.00000000
-0.99010005,0.00000000
-0.99008005,0.00000000
-0.99006005,0.00000000
-0.99004005,0.00000000
-0.99002005,0.00000000
-0.99000005,0.00000000
-0.98998005,0.00000000
-0.98996005,0.00000000
-0.98994005,0.00000000
-0.98992005,0.00000000
-0.98990005,0.00000000
-0.98988005,0.00000000
-0.98986005,0.00000000
-0.98984005,0.00000000
-0.98982005,0.00000000
-0.98980005,0.00000000
-0.98978005,0.00000000
-0.98976005,0.00000000
-0.98974005,0.00000000
-0.98972005,0.00000000
-0.98970005,0.00000000
-0.98968005,0.00000000
-0.98966005,0.00000000
-0.98964005,0.00000000
-0.98962005,0.00000000
-0.98960005,0.00000000
-0.98958005,0.00000000
-0.98956005,0.00000000
-0.98954005,0.00000000
-0.98952005,0.00000000
-0.98950005,0.00000000
-0.98948005,0.00000000
-0.98946005,0.00000000
-0.98944005,0.00000000
-0.98942005,0.00000000
-0.98940005,0.00000000
-0.98938005,0.00000000
-0.98936005,0.00000000
-0.98934005,0.00000000
-0.98932005,0.00000000
-0.98930005,0.00000000
-0.98928005,0.00000000
-0.98926005,0.00000000
-0.98924005,0.00000000
-0.98922005,0.00000000
-0.98920005,0.00000000
-0.98918005,0.00000000
-0.98916005,0.00000000
-0.98914005,0.00000000
-0.98912005,0.00000000
-0.98910005,0.00000000
-0.98908005,0.00000000
-0.98906005,0.00000000
-0.98904005,0.00000000
-0.98902005,0.00000000
-0.98900005,0.00000000
-0.98898005,0.00000000
-0.98896005,0.00000000
-0.98894005,0.00000000
-0.98892005,0.00000000
-0.98890005,0.00000000
-0.98888005,0.00000000
-0.98886005,0.00000000
-0.98884005,0.00000000
-0.98882005,0.00000000
-0.98880005,0.00000000
-0.98878005,0.00000000
-0.98876005,0.00000000
-0.98874005,0.00000000
-0.98872005,0.00000000
-0.98870005,0.00000000
-0.98868005,0.00000000
-0.98866005,0.00000000
-0.98864005,0.00000000
-0.98862005,0.00000000
-0.98860005,0.00000000
-0.98858005,0.00000000
-0.98856005,0.00000000
-0.98854005,0.00000000
-0.98852005,0.00000000
-0.98850005,0.00000000
-0.98848005,0.00000000
-0.98846005,0.00000000
-0.98844005,0.00000000
-0.98842005,0.00000000
-0.98840005,0.00000000
-0.98838005,0.00000000
-0.98836005,0.00000000
-0.98834005,0.00000000
-0.98832005,0.00000000
-0.98830005,0.00000000
-0.98828005,0.00000000
-0.98826005,0.00000000
-0.98824005,0.00000000
-0.98822005,0.00000000
-0.98820005,0.00000000
-0.98818005,0.00000000
-0.98816005,0.00000000
-0.98814005,0.00000000
-0.98812005,0.00000000
-0.98810005,0.00000000
-0.98808005,0.00000000
-0.98806005,0.00000000
-0.98804005,0.00000000
-0.98802005,0.00000000
-0.98800005,0.00000000
-0.98798005,0.00000000
-0.98796005,0.00000000
-0.98794005,0.00000000
-0.98792005,0.00000000
-0.98790005,0.00000000
-0.98788005,0.00000000
-0.98786005,0.00000000
-0.98784005,0.00000000
-0.98782005,0.00000000
-0.98780005,0.00000000
-0.98778005,0.00000000
-0.98776005,0.00000000
-0.98774005,0.00000000
-0.98772005,0.00000000
-0.98770005,0.00000000
-0.98768005,0.00000000
-0.98766005,0.00000000
-0.98764005,0.00000000
-0.98762005,0.00000000
-0.98760005,0.00000000
-0.98758005,0.00000000
-0.98756005,0.00000000
-0.98754005,0.00000000
-0.98752005,0.00000000
-0.98750005,0.00000000
-0.98748005,0.00000000
-0.98746005,0.00000000
-0.98744005,0.00000000
-0.98742005,0.00000000
-0.98740005,0.00000000
-0.98738005,0.00000000
-0.98736005,0.00000000
-0.98734005,0.00000000
-0.98732005,0.00000000
-0.98730005,0.00000000
-0.98728005,0.00000000
-0.98726005,0.00000000
-0.98724005,0.00000000
-0.98722005,0.00000000
-0.98720005,0.00000000
-0.98718005,0.00000000
-0.98716005,0.00000000
-0.98714005,0.00000000
-0.98712005,0.00000000
-0.98710005,0.00000000
-0.98708005,0.00000000
-0.98706005,0.00000000
-0.98704005,0.00000000
-0.98702005,0.00000000
-0.98700005,0.00000000
-0.98698005,0.00000000
-0.98696005,0.00000000
-0.98694005,0.00000000
-0.98692005,0.00000000
-0.98690005,0.00000000
-0.98688005,0.00000000
-0.98686005,0.00000000
-0.98684005,0.00000000
-0.98682005,0.00000000
-0.98680005,0.00000000
-0.98678005,0.00000000
-0.98676005,0.00000000
-0.98674005,0.00000000
-0.98672005,0.00000000
-0.98670005,0.00000000
-0.98668005,0.00000000
-0.98666005,0.00000000
-0.98664005,0.00000000
-0.98662005,0.00000000
-0.98660005,0.00000000
-0.98658005,0.00000000
-0.98656005,0.00000000
-0.98654005,0.00000000
-0.98652005,0.00000000
-0.98650005,0.00000000
-0.98648005,0.00000000
-0.98646005,0.00000000
-0.98644005,0.00000000
-0.98642005,0.00000000
-0.98640005,0.00000000
-0.98638005,0.00000000
-0.98636005,0.00000000
-0.98634005,0.00000000
-0.98632005,0.00000000
-0.98630005,0.00000000
-0.98628005,0.00000000
-0.98626005,0.00000000
-0.98624005,0.00000000
-0.98622005,0.00000000
-0.98620005,0.00000000
-0.98618005,0.00000000
-0.98616005,0.00000000
-0.98614005,0.00000000
-0.98612005,0.00000000
-0.98610005,0.00000000
-0.98608005,0.00000000
-0.98606005,0.00000000
-0.98604005,0.00000000
-0.98602005,0.00000000
-0.98600005,0.00000000
-0.98598005,0.00000000
-0.98596005,0.00000000
-0.98594005,0.00000000
-0.98592005,0.00000000
-0.98590005,0.00000000
-0.98588005,0.00000000
-0.98586005,0.00000000
-0.98584005,0.00000000
-0.98582005,0.00000000
-0.98580005,0.00000000
-0.98578005,0.00000000
-0.98576005,0.00000000
-0.98574005,0.00000000
-0.98572005,0.00000000
-0.98570005,0.00000000
-0.98568005,0.00000000
-0.98566005,0.00000000
-0.98564005,0.00000000
-0.98562005,0.00000000
-0.98560005,0.00000000
-0.98558005,0.00000000
-0.98556005,0.00000000
-0.98554005,0.00000000
-0.98552005,0.00000000
-0.98550005,0.00000000
-0.98548005,0.00000000
-0.98546005,0.00000000
-0.98544005,0.00000000
-0.98542005,0.00000000
-0.98540005,0.00000000
-0.98538005,0.00000000
-0.98536005,0.00000000
-0.98534005,0.00000000
-0.98532005,0.00000000
-0.98530005,0.00000000
-0.98528005,0.00000000
-0.98526005,0.00000000
-0.98524005,0.00000000
-0.98522005,0.00000000
-0.98520005,0.00000000
-0.98518005,0.00000000
-0.98516005,0.00000000
-0.98514005,0.00000000
-0.98512005,0.00000000
-0.98510005,0.00000000
-0.98508005,0.00000000
-0.98506005,0.00000000
-0.98504005,0.00000000
-0.98502005,0.00000000
-0.98500005,0.00000000
-0.98498005,0.00000000
-0.98496005,0.00000000
-0.98494005,0.00000000
-0.98492005,0.00000000
-0.98490005,0.00000000
-0.98488005,0.00000000
-0.98486005,0.00000000
-0.98484005,0.00000000
-0.98482005,0.00000000
-0.98480005,0.00000000
-0.98478005,0.00000000
-0.98476005,0.00000000
-0.98474005,0.00000000
-0.98472005,0.00000000
-0.98470005,0.00000000
-0.98468005,0.00000000
-0.98466005,0.00000000
-0.98464005,0.00000000
-0.98462005,0.00000000
-0.98460005,0.00000000
-0.98458005,0.00000000
-0.98456005,0.00000000
-0.98454005,0.00000000
-0.98452005,0.00000000
-0.98450005,0.00000000
-0.98448005,0.00000000
-0.98446005,0.00000000
-0.98444005,0.00000000
-0.98442005,0.00000000
-0.98440005,0.00000000
-0.98438005,0.00000000
-0.98436005,0.00000000
-0.98434005,0.00000000
-0.98432005,0.00000000
-0.98430005,0.00000000
-0.98428005,0.00000000
-0.98426005,0.00000000
-0.98424005,0.00000000
-0.98422005,0.00000000
-0.98420005,0.00000000
-0.98418005,0.00000000
-0.98416005,0.00000000
-0.98414005,0.00000000
-0.98412005,0.00000000
-0.98410005,0.00000000
-0.98408005,0.00000000
-0.98406005,0.00000000
-0.98404005,0.00000000
-0.98402005,0.00000000
-0.98400005,0.00000000
-0.98398005,0.00000000
-0.98396005,0.00000000
-0.98394005,0.00000000
-0.98392005,0.00000000
-0.98390005,0.00000000
-0.98388005,0.00000000
-0.98386005,0.00000000
-0.98384005,0.00000000
-0.98382005,0.00000000
-0.98380005,0.00000000
-0.98378005,0.00000000
-0.98376005,0.00000000
-0.98374005,0.00000000
-0.98372005,0.00000000
-0.98370005,0.00000000
-0.98368005,0.00000000
-0.98366005,0.00000000
-0.98364005,0.00000000
-0.98362005,0.00000000
-0.98360005,0.00000000
-0.98358005,0.00000000
-0.98356005,0.00000000
-0.98354005,0.00000000
-0.98352005,0.00000000
-0.98350005,0.00000000
-0.98348005,0.00000000
-0.98346005,0.00000000
-0.98344005,0.00000000
-0.98342005,0.00000000
-0.98340005,0.00000000
-0.98338005,0.00000000
-0.98336005,0.00000000
-0.98334005,0.00000000
-0.98332005,0.00000000
-0.98330005,0.00000000
-0.98328005,0.00000000
-0.98326005,0.00000000
-0.98324005,0.00000000
-0.98322005,0.00000000
-0.98320005,0.00000000
-0.98318005,0.00000000
-0.98316005,0.00000000
-0.98314005,0.00000000
-0.98312005,0.00000000
-0.98310005,0.00000000
-0.98308005,0.00000000
-0.98306005,0.00000000
-0.98304005,0.00000000
-0.98302005,0.00000000
-0.98300005,0.00000000
-0.98298005,0.00000000
-0.98296005,0.00000000
-0.98294005,0.00000000
-0.98292005,0.00000000
-0.98290005,0.00000000
-0.98288005,0.00000000
-0.98286005,0.00000000
-0.98284005,0.00000000
-0.98282005,0.00000000
-0.98280005,0.00000000
-0.98278005,0.00000000
-0.98276005,0.00000000
-0.98274005,0.00000000
-0.98272005,0.00000000
-0.98270005,0.00000000
-0.98268005,0.00000000
-0.98266005,0.00000000
-0.98264005,0.00000000
-0.98262005,0.00000000
-0.98260005,0.00000000
-0.98258005,0.00000000
-0.98256005,0.00000000
-0.98254005,0.00000000
-0.98252005,0.00000000
-0.98250005,0.00000000
-0.98248005,0.00000000
-0.98246005,0.00000000
-0.98244005,0.00000000
-0.98242005,0.00000000
-0.98240005,0.00000000
-0.98238005,0.00000000
-0.98236005,0.00000000
-0.98234005,0.00000000
-0.98232005,0.00000000
-0.98230005,0.00000000
-0.98228005,0.00000000
-0.98226005,0.00000000
-0.98224005,0.00000000
-0.98222005,0.00000000
-0.98220005,0.00000000
-0.98218005,0.00000000
-0.98216005,0.00000000
-0.98214005,0.00000000
-0.98212005,0.00000000
-0.98210005,0.00000000
-0.98208005,0.00000000
-0.98206005,0.00000000
-0.98204005,0.00000000
-0.98202005,0.00000000
-0.98200005,0.00000000
-0.98198005,0.00000000
-0.98196005,0.00000000
-0.98194005,0.00000000
-0.98192005,0.00000000
-0.98190005,0.00000000
-0.98188005,0.00000000
-0.98186005,0.00000000
-0.98184005,0.00000000
-0.98182005,0.00000000
-0.98180005,0.00000000
-0.98178005,0.00000000
-0.98176005,0.00000000
-0.98174005,0.00000000
-0.98172005,0.00000000
-0.98170005,0.00000000
-0.98168005,0.00000000
-0.98166005,0.00000000
-0.98164005,0.00000000
-0.98162005,0.00000000
-0.98160005,0.00000000
-0.98158005,0.00000000
-0.98156005,0.00000000
-0.98154005,0.00000000
-0.98152005,0.00000000
-0.98150005,0.00000000
-0.98148005,0.00000000
-0.98146005,0.00000000
-0.98144005,0.00000000
-0.98142005,0.00000000
-0.98140005,0.00000000
-0.98138005,0.00000000
-0.98136005,0.00000000
-0.98134005,0.00000000
-0.98132005,0.00000000
-0.98130005,0.00000000
-0.98128005,0.00000000
-0.98126005,0.00000000
-0.98124005,0.00000000
-0.98122005,0.00000000
-0.98120005,0.00000000
-0.98118005,0.00000000
-0.98116005,0.00000000
-0.98114005,0.00000000
-0.98112005,0.00000000
-0.98110005,0.00000000
-0.98108005,0.00000000
-0.98106005,0.00000000
-0.98104005,0.00000000
-0.98102005,0.00000000
-0.98100005,0.00000000
-0.98098005,0.00000000
-0.98096005,0.00000000
-0.98094005,0.00000000
-0.98092005,0.00000000
-0.98090005,0.00000000
-0.98088005,0.00000000
-0.98086005,0.00000000
-0.98084005,0.00000000
-0.98082005,0.00000000
-0.98080005,0.00000000
-0.98078005,0.00000000
-0.98076005,0.00000000
-0.98074005,0.00000000
-0.98072005,0.00000000
-0.98070005,0.00000000
-0.98068005,0.00000000
-0.98066005,0.00000000
-0.98064005,0.00000000
-0.98062005,0.00000000
-0.98060005,0.00000000
-0.98058005,0.00000000
-0.98056005,0.00000000
-0.98054005,0.00000000
-0.98052005,0.00000000
-0.98050005,0.00000000
-0.98048005,0.00000000
-0.98046005,0.00000000
-0.98044005,0.00000000
-0.98042005,0.00000000
-0.98040005,0.00000000
-0.98038005,0.00000000
-0.98036005,0.00000000
-0.98034005,0.00000000
-0.98032005,-0.08941923
-0.98030005,0.00000000
-0.98028005,0.00000000
-0.98026005,0.00000000
-0.98024005,0.00000000
-0.98022005,0.00000000
-0.98020005,0.00000000
-0.98018005,0.00000000
-0.98016005,0.00000000
-0.98014005,0.00000000
-0.98012005,0.00000000
-0.98010005,0.00000000
-0.98008005,0.00000000
-0.98006005,0.00000000
-0.98004005,0.00000000
-0.98002005,0.00000000
-0.98000005,0.00000000
-0.97998005,0.00000000
-0.97996005,0.00000000
-0.97994005,0.00000000
-0.97992005,0.00000000
-0.97990005,0.00000000
-0.97988005,0.00000000
-0.97986005,0.00000000
-0.97984005,0.00000000
-0.97982005,0.00000000
-0.97980005,0.00000000
-0.97978005,0.00000000
-0.97976005,0.00000000
-0.97974005,0.00000000
-0.97972005,0.00000000
-0.97970005,0.00000000
-0.97968005,0.00000000
-0.97966005,0.00000000
-0.97964005,0.00000000
-0.97962005,0.00000000
-0.97960005,0.00000000
-0.97958005,0.00000000
-0.97956005,0.00000000
-0.97954005,0.00000000
-0.97952005,0.00000000
-0.97950005,0.00000000
-0.97948005,0.00000000
-0.97946005,0.00000000
-0.97944005,0.00000000
-0.97942005,0.00000000
-0.97940005,0.00000000
-0.97938005,0.00000000
-0.97936005,0.00000000
-0.97934005,0.00000000
-0.97932005,0.00000000
-0.97930005,0.00000000
-0.97928005,0.00000000
-0.97926005,0.00000000
-0.97924005,0.00000000
-0.97922005,0.00000000
-0.97920005,0.00000000
-0.97918005,0.00000000
-0.97916005,0.00000000
-0.97914005,0.00000000
-0.97912005,0.00000000
-0.97910005,0.00000000
-0.97908005,0.00000000
-0.97906005,0.00000000
-0.97904005,0.00000000
-0.97902005,0.00000000
-0.97900005,0.00000000
-0.97898005,0.00000000
-0.97896005,0.00000000
-0.97894005,0.00000000
-0.97892005,0.00000000
-0.97890005,0.00000000
-0.97888005,0.00000000
-0.97886005,0.00000000
-0.97884005,0.00000000
-0.97882005,0.00000000
-0.97880005,0.00000000
-0.97878005,0.00000000
-0.97876005,0.00000000
-0.97874005,0.00000000
-0.97872005,0.00000000
-0.97870005,0.00000000
-0.97868005,0.00000000
-0.97866005,0.00000000
-0.97864005,0.00000000
-0.97862005,0.00000000
-0.97860005,0.00000000
-0.97858005,0.00000000
-0.97856005,0.00000000
